,electricity_price
147,0.3605704
148,0.35760012
149,0.36496828000000003
150,0.40935294
151,0.45924513
152,0.45415869999999997
153,0.41194305999999997
154,0.39681103
155,0.36929001
156,0.36059933
157,0.35507292999999995
158,0.34837909000000006
159,0.35313933
160,0.39909475
161,0.53091585
162,0.48393549999999996
163,0.46639544
164,0.45482076
165,0.43841108
166,0.40292917
167,0.37693545
168,0.3756368
169,0.36339761000000004
170,0.36597285
171,0.36554772999999996
172,0.37096452999999996
173,0.37320686000000003
174,0.41377924
175,0.45466842
176,0.43361612
177,0.39358684
178,0.38993091
179,0.37332062
180,0.36950373
181,0.36776637
182,0.37079056
183,0.37492185999999994
184,0.44252219
185,0.60105489
186,0.54691514
187,0.52126578
188,0.4851999
189,0.42885610999999996
190,0.39326855
191,0.37673654999999995
192,0.31148532
193,0.3022497
194,0.30126117
195,0.30030614
196,0.30214782
197,0.36615187
198,0.46997057
199,0.5712296299999999
200,0.53771715
201,0.46460984000000005
202,0.44158533
203,0.37849403000000004
204,0.36321502
205,0.36169843999999995
206,0.35129472
207,0.35015087
208,0.39676913999999996
209,0.59103934
210,0.48925590999999996
211,0.46017853000000003
212,0.43940923
213,0.3963429
214,0.37388312
215,0.33764489
216,0.36476323
217,0.34929428
218,0.35022053999999997
219,0.353799
220,0.37623987999999997
221,0.46626784
222,0.65238096
223,0.8787519
224,0.6306447
225,0.50710495
226,0.5347313100000001
227,0.44484651999999997
228,0.40335053000000004
229,0.40605410999999997
230,0.40059942
231,0.39753452
232,0.47673402000000004
233,0.6307609
234,0.55737742
235,0.5508214
236,0.52498277
237,0.44514546000000005
238,0.40568362
239,0.38566362
240,0.39189214
241,0.37450637999999997
242,0.37249688
243,0.37287
244,0.38199365999999996
245,0.46153189
246,0.62727891
247,0.8627828
248,0.55437157
249,0.45708138
250,0.45765618
251,0.42250793000000003
252,0.39391569
253,0.3855356
254,0.3824921
255,0.3798225
256,0.45282569
257,0.6008129799999999
258,0.49121039000000005
259,0.46571446
260,0.43021870999999995
261,0.38457747
262,0.36659010000000003
263,0.30806295
264,0.29549624
265,0.29244225
266,0.27867761
267,0.27054292
268,0.27918662
269,0.30565453000000004
270,0.39682864
271,0.43729888
272,0.4146659
273,0.37173540000000005
274,0.37907936
275,0.38007462
276,0.36574879000000005
277,0.35114671999999997
278,0.31814889
279,0.30836157
280,0.35415937
281,0.41729638999999996
282,0.37556659000000003
283,0.34699429000000004
284,0.31583241
285,0.30001025
286,0.28330824
287,0.26748732000000003
288,0.25787221
289,0.25000837
290,0.23733875999999998
291,0.24453506
292,0.26332011
293,0.31833719
294,0.38488427999999997
295,0.45022625
296,0.4476461
297,0.42037672
298,0.42505202
299,0.41371162
300,0.40401463
301,0.40917903
302,0.39444976
303,0.40047725999999995
304,0.43741041
305,0.58017806
306,0.53174984
307,0.5166240400000001
308,0.47269794
309,0.45690868
310,0.43950964
311,0.40453371
312,0.38404452999999994
313,0.37659035
314,0.37010980000000004
315,0.36735065
316,0.37550688
317,0.3758231
318,0.44107605
319,0.47170748
320,0.5131203599999999
321,0.47062458999999995
322,0.48797933
323,0.43754474000000004
324,0.40235588
325,0.4048361
326,0.38861390999999995
327,0.39634426
328,0.44290806000000005
329,0.7006688099999999
330,0.61717219
331,0.54347934
332,0.50238003
333,0.4986633
334,0.45477030999999996
335,0.4301179
336,0.50500583
337,0.48414609
338,0.43854707
339,0.43843177
340,0.46259688
341,0.45658547
342,0.51621861
343,0.54107977
344,0.46516452999999996
345,0.39555062
346,0.38103215
347,0.36177788
348,0.34784033000000003
349,0.3153053
350,0.30640135
351,0.33135277
352,0.37658958
353,0.58579002
354,0.51177306
355,0.47574973
356,0.45121036
357,0.41701213000000004
358,0.37043497000000003
359,0.3752352
360,0.38420155
361,0.37743971000000004
362,0.37544065000000004
363,0.38268929999999995
364,0.41763561000000005
365,0.47247765
366,0.61814211
367,0.79791641
368,0.5989262399999999
369,0.46360055
370,0.45183962
371,0.39447009
372,0.36851676
373,0.36359004
374,0.36257618999999996
375,0.36193648
376,0.38618761
377,0.50348139
378,0.47228172
379,0.44290940999999995
380,0.39770175
381,0.36389372999999997
382,0.34757488999999997
383,0.3346072
384,0.35083635999999996
385,0.35153849000000004
386,0.3474402
387,0.34977639000000005
388,0.35329612
389,0.40685585
390,0.54990852
391,0.60247474
392,0.5302388100000001
393,0.47617438
394,0.46778746
395,0.45216262
396,0.42975062999999997
397,0.40497499
398,0.38922126
399,0.38499692
400,0.4487279
401,0.52550579
402,0.49023629999999996
403,0.48849407
404,0.42749437
405,0.40104531
406,0.37464286999999996
407,0.35004367000000003
408,0.33392604
409,0.32009556000000006
410,0.30956322000000003
411,0.31377362999999997
412,0.33214041
413,0.36967653
414,0.49214274
415,0.5708213099999999
416,0.49208151
417,0.47297733000000003
418,0.46802638
419,0.42255865
420,0.40138099
421,0.37264128999999996
422,0.35798112000000004
423,0.34472200000000003
424,0.37440012
425,0.44274157000000003
426,0.4216532
427,0.37292303
428,0.35640025999999997
429,0.33544414000000006
430,0.32121837999999997
431,0.31090371
432,0.26064910999999996
433,0.25122239
434,0.24857253
435,0.24900005
436,0.26499854
437,0.29092706
438,0.36590218
439,0.39274296
440,0.38556462
441,0.38137182000000003
442,0.37408074999999996
443,0.36293564000000006
444,0.33940788
445,0.32045615
446,0.31014774
447,0.29852256
448,0.32117134
449,0.38724696000000003
450,0.36442293
451,0.3254277
452,0.3096028
453,0.28926721
454,0.27407285000000003
455,0.25677402
456,0.23485126
457,0.22941655
458,0.22221976999999998
459,0.22970873
460,0.23944212
461,0.27268664000000004
462,0.35657103
463,0.39776678
464,0.37181483
465,0.34884044000000003
466,0.36655914
467,0.37405563999999997
468,0.36167064000000004
469,0.3613309
470,0.34848859
471,0.38302105
472,0.44708131
473,0.49282758
474,0.46518963
475,0.45268897
476,0.42887727
477,0.43703688999999996
478,0.38133617000000003
479,0.36695982
480,0.3316166
481,0.32117587999999997
482,0.31517193
483,0.31414679
484,0.32150024
485,0.33733353
486,0.37802408
487,0.4076809
488,0.41188492
489,0.38216102999999996
490,0.37548678
491,0.36693528999999997
492,0.34251711999999995
493,0.33257275999999997
494,0.31983566
495,0.32706009
496,0.36561246
497,0.46383452
498,0.43917751000000005
499,0.42466914
500,0.39469183
501,0.37964404
502,0.37143002
503,0.35533534000000006
504,0.31093513
505,0.3002261
506,0.2957008
507,0.29522558
508,0.29532717999999997
509,0.29692463
510,0.31459141
511,0.36332509
512,0.39626638
513,0.40329276000000003
514,0.40553856000000005
515,0.39866883000000003
516,0.38902763999999995
517,0.37592183
518,0.37243101
519,0.36472319
520,0.37730218
521,0.47558703999999996
522,0.41450615
523,0.40738053
524,0.37444851999999995
525,0.33908009
526,0.32291151
527,0.31653511
528,0.31443748
529,0.30613053
530,0.29583505
531,0.3013126
532,0.32169656
533,0.33606979000000003
534,0.44263241000000003
535,0.51458428
536,0.49938999
537,0.47336236
538,0.47546512999999996
539,0.46248602
540,0.39852756
541,0.39026891999999996
542,0.36784729
543,0.36723381000000005
544,0.38476669
545,0.50544754
546,0.46729014
547,0.43747191999999996
548,0.39537976999999996
549,0.36904096000000003
550,0.34559178
551,0.31519981
552,0.30042798000000004
553,0.29147603
554,0.28690839
555,0.29880763
556,0.32804957
557,0.37864827
558,0.57489033
559,0.6790741800000001
560,0.46558135
561,0.41903314
562,0.41775837000000005
563,0.38675534
564,0.35065918
565,0.35323839
566,0.3499586
567,0.35373095
568,0.3892057
569,0.50180212
570,0.49817108
571,0.47325055
572,0.45119255
573,0.40284588
574,0.37667274
575,0.3324525
576,0.31445289
577,0.30817355
578,0.30097459
579,0.29900355
580,0.30144105
581,0.32650679
582,0.42016864
583,0.45515867
584,0.42572494
585,0.4213676
586,0.42556026
587,0.40789541999999995
588,0.40277108
589,0.39566743000000004
590,0.38585264
591,0.38495294
592,0.3794835
593,0.41507265
594,0.38943061
595,0.36657997999999997
596,0.33222717
597,0.31222175
598,0.27319308
599,0.26280253
600,0.24514007
601,0.2306326
602,0.22900129
603,0.23350564
604,0.24866954
605,0.28450064
606,0.37469585
607,0.40042912999999997
608,0.37356362
609,0.33536296
610,0.34355139
611,0.34341209999999994
612,0.33146259
613,0.33212065
614,0.32782556999999996
615,0.32513848
616,0.35147035000000004
617,0.43700939
618,0.39132049
619,0.37960128
620,0.36490409
621,0.35532023
622,0.32094245
623,0.30780189
624,0.29087858
625,0.27551898999999996
626,0.26746666999999996
627,0.27573258
628,0.30095824
629,0.34673037
630,0.43088943999999996
631,0.49114058
632,0.3866811
633,0.34226526
634,0.29766671
635,0.28292221
636,0.25445882000000003
637,0.25690967
638,0.25081511
639,0.25704720999999997
640,0.28229304
641,0.35069130000000004
642,0.36161185
643,0.33319755
644,0.33039116999999996
645,0.30042779
646,0.28798936999999997
647,0.2706243
648,0.26034749
649,0.24734742
650,0.24178647
651,0.24705902
652,0.2532954
653,0.28246536
654,0.30389763999999997
655,0.31872156
656,0.31324604
657,0.28242701
658,0.265677
659,0.25059222999999997
660,0.22982002
661,0.22502116
662,0.22259088999999999
663,0.22078139
664,0.2253234
665,0.29372163
666,0.30035026
667,0.27906577
668,0.25945296
669,0.24041822
670,0.22569302
671,0.22149170999999998
672,0.21267289
673,0.21114269
674,0.20189805
675,0.20120313
676,0.20570769
677,0.21403328
678,0.21864362
679,0.23038246
680,0.23552406999999997
681,0.2349112
682,0.23919051
683,0.23867059999999998
684,0.24365485
685,0.24651094
686,0.24334904999999998
687,0.25043859
688,0.29347026
689,0.34886197
690,0.33339335
691,0.32215483999999994
692,0.31572063
693,0.285601
694,0.25516636
695,0.23995381999999998
696,0.22180989
697,0.20719197
698,0.2065814
699,0.20649197
700,0.22271829
701,0.25940055
702,0.35552554000000003
703,0.43602590999999996
704,0.42772235000000003
705,0.41248327
706,0.41071092
707,0.37372907
708,0.35843476
709,0.35384784
710,0.34605321000000006
711,0.34867315
712,0.36736497999999995
713,0.48026762
714,0.46830917
715,0.4561073
716,0.42577424999999997
717,0.36705387
718,0.33102573
719,0.2992739
720,0.26922640999999997
721,0.26877808999999997
722,0.26871382
723,0.26984501
724,0.28664932
725,0.32947192000000003
726,0.42623607
727,0.50378568
728,0.45635588
729,0.46904195000000004
730,0.4538905
731,0.43206097
732,0.4019478
733,0.39064182000000003
734,0.38058771999999996
735,0.3815148
736,0.39718000000000003
737,0.48218581
738,0.48028224999999997
739,0.45242919
740,0.44314770000000003
741,0.40459353
742,0.37542445999999996
743,0.3504466
744,0.31796197
745,0.31082738
746,0.30750746
747,0.30763965
748,0.31665238
749,0.35285791000000005
750,0.44726278999999997
751,0.48250487999999997
752,0.45664360000000004
753,0.42686518999999995
754,0.42787577
755,0.40231324999999996
756,0.37909962
757,0.35935561
758,0.35274031
759,0.35275292999999996
760,0.40841446
761,0.48204349999999996
762,0.50154455
763,0.46479464
764,0.44785281
765,0.42388174999999995
766,0.40335144999999994
767,0.37637386
768,0.35411088
769,0.33491871
770,0.32304499
771,0.32939400999999996
772,0.35079683
773,0.39113462
774,0.5052461300000001
775,0.56404113
776,0.49247398
777,0.43649065
778,0.41798169
779,0.39575988
780,0.35411421
781,0.33528244
782,0.32844527999999995
783,0.34242218
784,0.35471755
785,0.42373695
786,0.42909909
787,0.39361092999999997
788,0.37277259
789,0.35195242
790,0.32877271
791,0.32236182999999996
792,0.32142212000000003
793,0.31706911000000004
794,0.30940279
795,0.32317766
796,0.34747200999999994
797,0.40449792
798,0.49072552
799,0.62324913
800,0.62549736
801,0.59472526
802,1.05095863
803,0.9985127
804,0.9836653599999999
805,0.95340797
806,0.93666183
807,0.94619395
808,1.1583060600000001
809,1.62722882
810,1.9544004799999999
811,1.84106967
812,1.7820372699999998
813,1.5833581799999998
814,1.45374722
815,1.32487726
816,0.98823839
817,1.00538862
818,0.95870478
819,0.94846295
820,1.00705843
821,1.0849885000000001
822,1.14635445
823,1.48197395
824,1.1249157300000001
825,0.82863538
826,0.577893
827,0.45512848
828,0.40804487
829,0.37436754
830,0.34014028
831,0.34459001
832,0.39000054
833,0.6356178299999999
834,0.66399337
835,0.55529387
836,0.58066834
837,0.5185386900000001
838,0.41464196999999997
839,0.41892808000000004
840,0.36190238999999996
841,0.36092117
842,0.33175126
843,0.29618058
844,0.31399701
845,0.32774062
846,0.33693705
847,0.33763622
848,0.33791981
849,0.30643174
850,0.3057095
851,0.27442456
852,0.26206973
853,0.26251016
854,0.25793969
855,0.25580628
856,0.26297832
857,0.34559947
858,0.37097070000000004
859,0.3424438
860,0.34136099999999997
861,0.30453426
862,0.27964633
863,0.27659407999999996
864,0.22172975
865,0.21491253
866,0.22279361
867,0.22044521
868,0.22958299000000001
869,0.27692923
870,0.35121501
871,0.4362974
872,0.33275235999999997
873,0.30837163
874,0.3083664
875,0.27543479000000004
876,0.25772397999999996
877,0.24966380000000002
878,0.23804103000000001
879,0.23195039
880,0.2421772
881,0.3131944
882,0.32431358000000005
883,0.29916165
884,0.28421569
885,0.26622615
886,0.24315726000000001
887,0.23630363
888,0.21564857
889,0.21053653
890,0.21007148999999997
891,0.21596726
892,0.23446802000000003
893,0.27603062
894,0.3670021
895,0.40703226000000003
896,0.2976591
897,0.28873391000000004
898,0.24480079
899,0.23051777999999998
900,0.22496623
901,0.22192366
902,0.21728634
903,0.2166995
904,0.22735873
905,0.29863628
906,0.31328055
907,0.29220828
908,0.27412737
909,0.24051812000000003
910,0.22496706
911,0.20773081999999998
912,0.21496867000000003
913,0.20946745
914,0.20645718
915,0.21131485000000003
916,0.22299471
917,0.24734708000000002
918,0.32493816000000003
919,0.35403571
920,0.31719472
921,0.29529215000000003
922,0.28542065
923,0.26002323
924,0.25575189000000004
925,0.24814453
926,0.23891307
927,0.24209591
928,0.26858051
929,0.32929628
930,0.32530231
931,0.30940033
932,0.28758642
933,0.26306194
934,0.23468532
935,0.21449048
936,0.21229078
937,0.2047117
938,0.19500367000000002
939,0.19225804
940,0.20863890999999998
941,0.22209678
942,0.28771137
943,0.30548583
944,0.27303895
945,0.26442745
946,0.25824148999999996
947,0.24560700000000002
948,0.2413017
949,0.23820328
950,0.2288859
951,0.22603475
952,0.23827784999999999
953,0.27992326
954,0.28483623999999996
955,0.25939288
956,0.23644880000000001
957,0.2209454
958,0.19982588
959,0.18551496
960,0.17345064000000002
961,0.17148451
962,0.16598423
963,0.16860963
964,0.179664
965,0.20523851
966,0.28513054
967,0.30701895
968,0.28970808000000003
969,0.2770477
970,0.27842401
971,0.27408985
972,0.26246827
973,0.25857212
974,0.24796316999999998
975,0.23838487
976,0.24984459999999997
977,0.30541989
978,0.31769692
979,0.30319584
980,0.29038343
981,0.25762505
982,0.23206332
983,0.21797809
984,0.21016674
985,0.20777978
986,0.20773734000000002
987,0.21026765
988,0.21461877999999998
989,0.23135103999999998
990,0.2586367
991,0.28123177
992,0.2796525
993,0.27165321
994,0.27052928000000004
995,0.24270635
996,0.23157672999999998
997,0.21438899
998,0.21248815000000001
999,0.21102341
1000,0.23127285
1001,0.31288309000000003
1002,0.35918092
1003,0.31929581
1004,0.3144131
1005,0.31492166
1006,0.27793622
1007,0.26023109
1008,0.23079560000000002
1009,0.22651293
1010,0.22012094000000001
1011,0.22363005000000002
1012,0.22387827000000002
1013,0.22556957
1014,0.2348089
1015,0.27263176
1016,0.30760643000000004
1017,0.32192912
1018,0.31778428999999997
1019,0.30525397000000004
1020,0.29171743
1021,0.2719293
1022,0.25660463
1023,0.23851043
1024,0.26618109
1025,0.31830314000000004
1026,0.33617604999999995
1027,0.32027606
1028,0.31060331
1029,0.28342749
1030,0.24586001
1031,0.22309288
1032,0.20028474
1033,0.19470927
1034,0.19333228
1035,0.19759163999999999
1036,0.21357231
1037,0.28685031
1038,0.41331551
1039,0.44390679
1040,0.31040515
1041,0.26140667
1042,0.24345053
1043,0.21920916999999998
1044,0.21451659
1045,0.20755489000000002
1046,0.20077604999999998
1047,0.20303664000000002
1048,0.22171634
1049,0.30119491
1050,0.38946052999999997
1051,0.31770209
1052,0.29794376
1053,0.25579897
1054,0.21637910999999999
1055,0.2054695
1056,0.19505387
1057,0.18878388999999998
1058,0.18765325
1059,0.18794342
1060,0.20595982
1061,0.25359307999999997
1062,0.41040397
1063,0.40324827999999996
1064,0.26994481
1065,0.22937957
1066,0.2178563
1067,0.20319723
1068,0.19836962
1069,0.19391502
1070,0.18721456
1071,0.19014268
1072,0.19978274
1073,0.26418716
1074,0.28791663
1075,0.26069364
1076,0.24109191
1077,0.21889778
1078,0.19491388
1079,0.18901958
1080,0.16948005
1081,0.15625503
1082,0.1516347
1083,0.15060637
1084,0.16676712
1085,0.18910844999999998
1086,0.2904352
1087,0.29166412999999997
1088,0.23794925
1089,0.21629183999999999
1090,0.21018070000000003
1091,0.20144636
1092,0.2002439
1093,0.19973083
1094,0.20144133
1095,0.20196016
1096,0.21854745
1097,0.30003393
1098,0.35923203000000004
1099,0.30278227999999996
1100,0.28414306
1101,0.24592054000000002
1102,0.21157876
1103,0.19633103999999998
1104,0.18720572000000002
1105,0.18038906000000002
1106,0.17088529000000002
1107,0.16511609
1108,0.17358988
1109,0.19363095000000002
1110,0.28228654
1111,0.27921175000000004
1112,0.28289828
1113,0.28250589000000004
1114,0.28795784999999996
1115,0.28690145
1116,0.28197137
1117,0.28189825
1118,0.26189864
1119,0.24779846
1120,0.25504938
1121,0.28206134
1122,0.28940716
1123,0.28345521
1124,0.26495899
1125,0.22558625
1126,0.20439519
1127,0.18984552999999998
1128,0.18400107999999998
1129,0.17788947
1130,0.17422094999999999
1131,0.17708764
1132,0.19099098
1133,0.22282036000000002
1134,0.32400332
1135,0.34646991
1136,0.35377569999999997
1137,0.35790202
1138,0.35396059
1139,0.34173041
1140,0.31293665
1141,0.30371722
1142,0.28815292
1143,0.28861517
1144,0.31158066
1145,0.38474373
1146,0.44220751999999997
1147,0.38940393
1148,0.36958798000000004
1149,0.35130862
1150,0.32488564
1151,0.2878876
1152,0.27711195
1153,0.26476677
1154,0.25533968
1155,0.25549409
1156,0.27907594
1157,0.29627966
1158,0.3422495
1159,0.3481127
1160,0.30194769
1161,0.26723408
1162,0.23922617
1163,0.21273667
1164,0.20180996
1165,0.19095316
1166,0.18206295
1167,0.18034904000000002
1168,0.19409598
1169,0.23709893999999998
1170,0.29501647
1171,0.26286594999999996
1172,0.25541979000000004
1173,0.24265106
1174,0.22219602
1175,0.20983021999999998
1176,0.20637967
1177,0.19871894999999998
1178,0.19505375
1179,0.19661677
1180,0.20924212
1181,0.22114391
1182,0.24195512
1183,0.24869015
1184,0.22966397
1185,0.20359344000000001
1186,0.19603918
1187,0.19179563000000002
1188,0.18781707
1189,0.17861301000000002
1190,0.17673392
1191,0.18030729
1192,0.18938312
1193,0.23179898999999998
1194,0.29860483
1195,0.2621098
1196,0.22508134
1197,0.20898041
1198,0.19423361
1199,0.1878831
1200,0.17965820000000002
1201,0.18022892
1202,0.17565087
1203,0.18028185
1204,0.18425068
1205,0.20988105999999998
1206,0.30117742
1207,0.36263111000000003
1208,0.33888867
1209,0.32575686
1210,0.32054276000000004
1211,0.30559274999999997
1212,0.28413277000000003
1213,0.24477548
1214,0.23709814
1215,0.23673009
1216,0.26718724
1217,0.34980121
1218,0.41476985
1219,0.36389924
1220,0.33858921000000003
1221,0.278743
1222,0.23284025
1223,0.19194617
1224,0.19344538
1225,0.18429447
1226,0.17376408999999998
1227,0.17358305999999998
1228,0.19369796
1229,0.24402937000000002
1230,0.37544494
1231,0.39329638
1232,0.35265165000000004
1233,0.31615738
1234,0.27732745000000003
1235,0.27354755000000003
1236,0.2674315
1237,0.25018737
1238,0.22930193
1239,0.22859712999999998
1240,0.25993195
1241,0.34014671999999996
1242,0.43741495
1243,0.37453606
1244,0.32178787999999997
1245,0.27829676
1246,0.22417866
1247,0.20609946999999998
1248,0.18696739999999998
1249,0.17931070999999998
1250,0.17425524
1251,0.18011762999999997
1252,0.19283356999999998
1253,0.21376116
1254,0.29611319999999997
1255,0.31923244
1256,0.28392295
1257,0.28834249
1258,0.29402969
1259,0.28746165
1260,0.28764619
1261,0.27146796
1262,0.24942881
1263,0.24497344999999998
1264,0.27253444
1265,0.31025874000000003
1266,0.33837601999999994
1267,0.30563943
1268,0.27110835
1269,0.23662863
1270,0.20746981
1271,0.18724754000000002
1272,0.18789786
1273,0.18269725
1274,0.17069456
1275,0.17142987
1276,0.18021526999999998
1277,0.1993645
1278,0.26998271
1279,0.27984411000000003
1280,0.24802584
1281,0.23823021
1282,0.23586327
1283,0.23556671
1284,0.23422877
1285,0.23773309999999997
1286,0.23382705
1287,0.2441257
1288,0.26464174
1289,0.29978197
1290,0.33797848
1291,0.30375948
1292,0.26092399
1293,0.23077208999999999
1294,0.19660336
1295,0.17602593
1296,0.18195308000000002
1297,0.17851128
1298,0.18003598
1299,0.17988894
1300,0.19436251
1301,0.23837789999999998
1302,0.33908593000000004
1303,0.36209358
1304,0.33193938
1305,0.32716649
1306,0.32455395000000004
1307,0.32187702
1308,0.29845467
1309,0.29844376
1310,0.29204216
1311,0.29134746
1312,0.29810514
1313,0.32633254
1314,0.37386638
1315,0.3620925
1316,0.34233734
1317,0.327266
1318,0.30040076
1319,0.2853805
1320,0.29215820000000003
1321,0.28803119
1322,0.27203741000000004
1323,0.27057099
1324,0.28152404000000003
1325,0.28610375
1326,0.31195637000000004
1327,0.35593969999999997
1328,0.36522327
1329,0.36488950000000003
1330,0.37408223999999995
1331,0.35949119
1332,0.34942311
1333,0.31101776999999997
1334,0.29372951
1335,0.28484396
1336,0.30651007
1337,0.34887132
1338,0.39189749
1339,0.35864855
1340,0.32772559
1341,0.30278433
1342,0.27337031
1343,0.25886174
1344,0.25114949
1345,0.23806830999999998
1346,0.23079964
1347,0.23408573
1348,0.23776305
1349,0.25405589
1350,0.29032768999999997
1351,0.30884429
1352,0.30559671
1353,0.2574793
1354,0.23236899
1355,0.225501
1356,0.21518346000000002
1357,0.20600498
1358,0.19542643
1359,0.19309526999999999
1360,0.21124130000000002
1361,0.24432193000000002
1362,0.34127040999999997
1363,0.31901014
1364,0.28567955
1365,0.24167203
1366,0.22484084
1367,0.20935666
1368,0.20258932000000002
1369,0.19815224
1370,0.19182199
1371,0.1963759
1372,0.21119358
1373,0.23897121999999998
1374,0.33188872
1375,0.32438347
1376,0.2854096
1377,0.28028187
1378,0.28026426
1379,0.28436409
1380,0.27339168999999997
1381,0.27133569
1382,0.27510688
1383,0.26614183
1384,0.27163069
1385,0.30909182
1386,0.35662909
1387,0.30997547999999997
1388,0.27403604000000004
1389,0.25307405
1390,0.22450230000000002
1391,0.20373754000000002
1392,0.20528348000000002
1393,0.20189168999999998
1394,0.19770098
1395,0.19999621
1396,0.21623131
1397,0.23997985
1398,0.34796647
1399,0.35611545
1400,0.33032926
1401,0.33772312
1402,0.33603559
1403,0.34059719
1404,0.30211659
1405,0.292942
1406,0.26047974
1407,0.25521311
1408,0.26558449
1409,0.30154742
1410,0.35465729
1411,0.32059451000000005
1412,0.28125651
1413,0.25028923
1414,0.22290004
1415,0.21113225
1416,0.21345176999999999
1417,0.21013893
1418,0.20855718
1419,0.21078198
1420,0.22722
1421,0.26647196
1422,0.40137394
1423,0.38861882999999997
1424,0.29225881000000004
1425,0.26753616
1426,0.25576046
1427,0.24222116
1428,0.240154
1429,0.23521355
1430,0.22421534999999998
1431,0.22796042
1432,0.24199152000000002
1433,0.29404788
1434,0.33248878
1435,0.31500778
1436,0.26747494
1437,0.24535786999999998
1438,0.2188339
1439,0.20342401
1440,0.2014949
1441,0.19878938999999998
1442,0.19484033
1443,0.19663628
1444,0.21413924
1445,0.24204701
1446,0.36274461
1447,0.38277175
1448,0.37180879
1449,0.38095096
1450,0.36965856
1451,0.34188445
1452,0.31629794
1453,0.30136217
1454,0.2894154
1455,0.28682822
1456,0.29669187
1457,0.3382053
1458,0.36905305
1459,0.36379332
1460,0.32068283000000003
1461,0.28590832
1462,0.24815753999999998
1463,0.21552797999999998
1464,0.20811758000000002
1465,0.19702404999999998
1466,0.1973414
1467,0.19819175
1468,0.20729982
1469,0.2315175
1470,0.29531573
1471,0.33618179
1472,0.32976605
1473,0.3389543
1474,0.35722297
1475,0.3401401
1476,0.33331710999999997
1477,0.32814225999999996
1478,0.32040863999999997
1479,0.31062835
1480,0.31971931000000003
1481,0.33719312
1482,0.34748341000000005
1483,0.33314568
1484,0.28502068999999997
1485,0.28122001999999996
1486,0.2602655
1487,0.23278033
1488,0.25680725
1489,0.25236938999999997
1490,0.25080652000000003
1491,0.24791975
1492,0.25427277
1493,0.27083715
1494,0.29514851
1495,0.32217886
1496,0.33434761
1497,0.33557519999999996
1498,0.33173738
1499,0.31226769
1500,0.27521485
1501,0.26092419
1502,0.24662810000000002
1503,0.24290737
1504,0.26387377
1505,0.30948321
1506,0.37606467000000005
1507,0.38425322
1508,0.34842855
1509,0.34770582
1510,0.30881699
1511,0.28758758
1512,0.29030032
1513,0.27262982999999996
1514,0.26123901
1515,0.27242254
1516,0.27965543
1517,0.29400421
1518,0.29124141000000003
1519,0.28570285
1520,0.26606186
1521,0.24662056
1522,0.2445648
1523,0.23881081999999998
1524,0.23247899
1525,0.22140852
1526,0.21191037999999998
